Valence,Arousal,Expression
-0.2597227,-0.0003273785,0
-0.32645905,0.04848364,0
-0.2729002,0.019223422,0
-0.30804726,0.022316486,0
-0.28401777,0.022852004,0
-0.2923216,0.006331891,0
-0.3193649,-0.015751123,0
-0.26982042,0.009151399,0
-0.37152985,0.052196383,0
-0.3487843,0.0439395,0
-0.31063673,0.021909893,0
-0.3329095,0.0222345,0
-0.298128,0.0045422018,0
-0.2760828,0.0049797893,0
-0.36341366,0.039944082,0
-0.28784963,-0.016553104,0
-0.31858352,0.05003512,0
-0.29460046,-0.004135847,0
-0.35416162,0.030497134,0
-0.3089109,0.009021282,0
-0.34548858,0.031118214,0
-0.35594437,0.039903373,0
-0.30335152,-0.0014640093,0
-0.31295747,-0.02577594,0
-0.3633157,0.032331377,0
-0.37278137,0.022304833,0
-0.3026183,-0.0039928854,0
-0.36025107,0.07025492,0
-0.28724724,-0.02252549,0
-0.30411032,-0.017979324,0
-0.29193157,-0.051153272,0
-0.3326661,0.017420411,0
-0.33728397,0.055123806,0
-0.285157,-0.032444656,0
-0.3505006,-0.026077539,0
-0.3313611,0.02232799,0
-0.38034865,0.087602735,0
-0.34469578,0.037284464,0
-0.34309486,0.041619927,0
-0.3917922,0.080498755,0
-0.29166126,-0.0061183274,0
-0.31615403,0.015460223,0
-0.34749034,0.0019043982,0
-0.3137178,0.051658273,0
-0.30484283,0.031871885,0
-0.33915982,0.041534126,0
-0.32543534,0.023268372,0
-0.31339467,-0.00029554963,0
-0.3720728,0.040708005,0
-0.36532858,0.023887873,0
-0.34461197,0.016210139,0
-0.33028582,0.010105759,0
-0.31890324,-0.018758982,0
-0.28950888,-0.031151623,0
-0.29877657,0.0287866,0
-0.29898944,-0.007535219,0
-0.27791375,0.0009724796,0
-0.32300612,0.02081287,0
-0.28174874,-0.024282247,0
-0.25624695,-0.021692127,0
-0.32967407,0.035130262,0
-0.34704012,-0.010513455,0
-0.3886346,0.033590168,0
-0.32132313,-0.024357796,0
-0.3677286,-0.023874283,0
-0.3440047,-0.020457685,0
-0.33803567,-0.009901851,0
-0.29917106,0.013828993,0
-0.33977228,0.027671337,0
-0.3506713,0.060144037,0
-0.3178942,0.0061939657,0
-0.33331034,0.030401438,0
-0.3827342,0.03964898,0
-0.32348317,-0.041451126,0
-0.3543842,-0.013163388,0
-0.34357026,0.028992027,0
-0.3511915,-0.012913913,0
-0.31157357,0.0049025416,0
-0.30024546,-0.014439732,0
-0.37211323,0.016011745,0
-0.3278115,0.025649667,0
-0.32247007,-0.04739982,0
-0.26338533,-0.01914987,0
-0.29875702,-0.052547306,0
-0.33211517,0.07241213,0
-0.35450518,0.048473805,0
-0.320072,0.008368969,0
-0.31352553,0.038406342,0
-0.2831443,-0.02292183,0
-0.32972184,0.07620764,0
-0.31713742,0.004275143,0
-0.2740153,0.00037389994,0
-0.3466341,-0.008942753,0
-0.31468925,0.015720546,0
-0.30553317,0.011840105,0
-0.3195792,0.060715377,0
-0.33492807,0.047056705,0
-0.31835854,0.0033920705,0
-0.33978823,0.034735084,0
-0.32392976,0.012494624,0
-0.2967417,-0.0014165938,0
-0.33558154,0.01772508,0
-0.36988914,0.051314622,0
-0.34138092,0.039420575,0
-0.32241628,0.01984924,0
-0.3431519,0.0303438,0
-0.33539373,0.021864265,0
-0.26619288,0.00094518065,0
-0.33972842,0.048018306,0
-0.34354144,0.040038615,0
-0.32497346,0.040946156,0
-0.37027705,0.09499025,0
-0.34848234,0.016499251,0
-0.31376305,0.015599459,0
-0.29528645,-0.004194349,0
-0.32967576,0.0122132,0
-0.29395226,0.008888811,0
-0.34585005,0.019296557,0
-0.3265945,0.015164822,0
-0.31541878,-0.022056937,0
-0.34546107,0.010295898,0
-0.31416658,0.023896456,0
-0.34882176,0.054515123,0
-0.31334206,0.011032283,0
-0.26031974,-0.028616488,0
-0.34537163,0.042657882,0
-0.30139998,0.044240773,0
-0.30955532,0.041025072,0
-0.3509422,0.061718702,0
-0.37664476,0.08080098,0
-0.30343646,0.028129369,0
-0.3581463,0.051766753,0
-0.31882766,-0.005144924,0
-0.36343214,0.066215545,0
-0.3325267,0.014894247,0
-0.28088194,0.011764258,0
-0.31862798,0.040747404,0
-0.2914103,0.022031158,0
-0.31752202,0.0041330457,0
-0.29768273,0.00068217516,0
-0.3499923,0.06686288,0
-0.38582507,0.09211597,0
-0.339525,0.060121864,0
-0.32627326,0.009516478,0
-0.33780053,0.019829422,0
-0.34837613,0.030822784,0
-0.36987466,0.07559037,0
-0.351804,-0.0011490285,0
-0.34905484,-0.0027679205,0
-0.36476722,-0.0003208816,0
-0.2839085,0.030014187,0
-0.2991603,0.056827366,0
-0.28621256,0.049571723,0
-0.32153058,0.061522633,0
-0.33803472,0.05406472,0
-0.354124,0.029816478,0
-0.3498807,0.061780185,0
-0.3259879,0.068024606,0
-0.32362366,0.052758604,0
-0.34051234,0.044003606,0
-0.33922318,0.024677932,0
-0.30840656,0.014254481,0
-0.29719326,0.036234856,0
-0.31802347,0.029745936,0
-0.33340845,0.04086107,0
-0.31783327,0.008474231,0
-0.3419606,0.032350123,0
-0.30492318,0.0034315586,0
-0.33669192,0.044038713,0
-0.36657032,0.059298635,0
