Valence,Arousal,Expression
-0.45160475,0.24390878,6
-0.19510645,0.26304877,0
-0.42570862,0.21272463,6
-0.4007293,0.24459663,6
-0.50045115,0.12855464,2
-0.46687946,0.19805565,6
-0.55604166,0.20360486,6
-0.4773024,0.17919472,6
-0.4720724,0.17659721,6
-0.5242556,0.13601708,2
-0.43179798,0.24053809,6
-0.46476486,0.1761035,6
-0.39970508,0.29700658,6
-0.45201,0.28427708,6
-0.45637217,0.31318313,6
-0.38512024,0.3396711,6
-0.42008942,0.2954083,6
-0.48766884,0.27299878,6
-0.4281362,0.25430286,6
-0.43675473,0.2505468,6
-0.4018921,0.25870338,6
-0.4328438,0.3376326,6
-0.43670127,0.22433509,6
-0.34723887,0.2586307,6
-0.49139205,0.19821163,6
-0.51767516,0.201623,6
-0.5386307,0.117147535,2
-0.516589,0.1828583,6
-0.6343541,0.14747171,2
-0.49902084,0.100197464,2
-0.7384492,0.3830151,5
-0.6344094,0.32719493,5
-0.68803984,0.32776767,5
-0.77191234,0.35493118,5
-0.59835404,0.00971663,2
-0.64859253,0.1387954,2
-0.594316,-0.00815925,2
-0.562499,-0.024698377,2
-0.51790076,0.0051833987,2
-0.50389296,0.061781764,2
-0.5116168,-0.011193335,2
-0.51906025,-0.07040396,2
-0.5081355,0.077923834,2
-0.528477,0.03376007,2
-0.55304927,0.034431845,2
-0.5983848,0.0065853596,2
-0.57944745,0.016156614,2
-0.566667,0.013453662,2
-0.59573346,-0.013098776,2
-0.53579444,0.04526934,2
-0.48201433,-0.0042385757,2
-0.5044785,0.00958696,2
-0.46633103,-0.028027713,2
-0.4731379,0.03617087,2
-0.40863538,-0.028708875,0
-0.45594284,0.04367435,2
-0.47025862,-0.03242582,2
-0.460862,-0.04400286,0
-0.45966694,-0.054077268,2
-0.483654,-0.048176497,2
-0.4295219,0.018298268,2
-0.45600164,-0.0066097677,2
-0.3933656,-0.08031237,0
-0.38868394,-0.04477942,0
-0.49991718,-0.07776606,2
-0.4166929,-0.04359591,0
-0.4299053,-0.058956385,2
-0.4208125,-0.06866753,2
-0.4339655,-0.06386626,2
-0.371896,-0.082939774,0
-0.52860576,-0.10946989,2
-0.48919043,-0.105000556,2
-0.60572684,-0.15313739,2
-0.5692228,-0.2074256,2
-0.42147717,-0.036316335,0
-0.43128198,-0.07442832,0
-0.3802347,-0.06308612,0
-0.38120943,-0.07024944,0
-0.46730182,-0.11009553,2
-0.37516582,-0.040994048,0
-0.3930287,-0.069672465,0
-0.41790232,-0.057017326,0
-0.4595259,-0.06039664,0
-0.42463273,-0.051613837,0
-0.38021547,-0.010330141,0
-0.38964334,-0.08256209,0
-0.40889636,-0.014829546,0
-0.41882142,-0.024874628,2
-0.36984277,-0.06608832,0
-0.36249626,-0.06289327,0
-0.39478195,-0.040684998,0
-0.3568854,-0.038170487,0
-0.46467045,-0.07774246,0
-0.43568823,-0.08375186,2
-0.4052655,-0.00090649724,0
-0.41703877,-0.07037464,0
-0.345394,0.039648384,0
-0.37859944,0.007086247,0
-0.3776895,-0.07723343,0
-0.368558,-0.063289136,0
-0.38235137,-0.051874995,0
-0.40087977,-0.011920452,0
-0.46311846,-0.056993067,2
-0.41362962,-0.0163894,0
-0.39466503,-0.020377457,0
-0.48829362,-0.05228114,2
-0.38805684,0.030810505,2
-0.42259857,0.029033601,0
-0.43449214,0.08158833,0
-0.33056617,0.04075852,0
-0.42764395,0.04954776,2
-0.4245036,0.045882523,2
-0.3624015,0.07723889,0
-0.4563406,0.002354771,0
-0.42828768,0.08367902,2
-0.38478562,0.08999032,0
-0.39295098,0.0053426027,0
-0.42491794,0.06926036,0
-0.43663052,0.042652637,0
-0.4395448,0.043934375,2
-0.38799018,0.12690276,0
-0.42465302,-0.020406753,2
-0.36264488,0.00756827,0
-0.3964723,0.0037280917,0
-0.38741255,-0.022264302,0
-0.34916088,-0.017216682,0
