Valence,Arousal,Expression
-0.47501174,0.07410085,0
-0.4696938,0.026977211,0
-0.36938858,0.09610009,0
-0.3797835,-0.0296413,0
-0.4261165,0.035433978,0
-0.37174517,0.057614774,0
-0.46186033,0.09122068,0
-0.42438012,0.07399097,0
-0.47196308,0.042846173,2
-0.46735147,0.08172035,0
-0.49563625,0.042882472,2
-0.55260736,0.04736331,2
-0.33397973,0.08797866,0
-0.4478266,0.06942713,2
-0.3248248,0.0778102,0
-0.39720514,0.04064119,0
-0.3375978,0.03395143,0
-0.380628,0.09567648,0
-0.40592456,0.059352905,0
-0.3928271,0.04300818,0
-0.3742167,0.072864205,0
-0.33390713,0.016041905,0
-0.36644262,0.06687558,0
-0.31432265,0.021391839,0
-0.335676,0.016674995,0
-0.31481957,0.055321902,0
-0.35611317,0.07888374,0
-0.4058171,0.06891644,0
-0.34972742,0.13632455,0
-0.3116042,0.04643652,0
-0.3783651,0.087984174,0
-0.3706883,0.037334442,0
-0.32084867,0.1485877,0
-0.27794096,0.12436122,0
-0.2870953,0.08300868,0
-0.3220418,0.1252796,0
-0.29839987,0.123680964,0
-0.29527584,0.09945318,0
-0.30192825,0.05625534,0
-0.29219162,0.103229225,0
-0.33626032,0.11090925,0
-0.3119025,0.1739087,0
-0.26180705,0.09798771,0
-0.31819358,0.095503986,0
-0.321734,0.07103965,0
-0.24840933,0.12072219,0
-0.35823575,0.14170374,0
-0.35045448,0.10906613,0
-0.36907786,0.14664954,0
-0.34120893,0.15029359,0
-0.3089591,0.11280897,0
-0.30583927,0.1424721,0
-0.26631385,0.090364486,0
-0.344611,0.09998909,0
-0.3415579,0.11191708,0
-0.292846,0.025538146,0
-0.34120908,0.1381665,0
-0.32558754,0.18271539,2
-0.24991265,0.1713563,0
-0.33530524,0.118858084,0
-0.51340896,0.1891374,5
-0.39851174,0.18093379,2
-0.46863034,0.23009337,5
-0.4564274,0.15202154,2
-0.6939195,0.4296514,5
-0.61534464,0.36282578,5
-0.57169074,0.25382796,5
-0.66240406,0.3631891,5
-0.5602458,0.031115323,2
-0.58247787,0.06945938,2
-0.43740043,0.020877749,0
-0.5620426,0.081421405,2
-0.39835373,0.04378867,0
-0.35721374,0.01716882,0
-0.44712833,0.19602348,6
-0.42108092,0.04913801,0
-0.40145603,0.15463135,6
-0.40462163,0.12795635,0
-0.3865017,0.047009766,0
-0.42345306,0.073785305,0
-0.45729122,0.07568118,2
-0.3687577,0.03896731,0
-0.371942,-0.044464946,0
-0.34195632,-0.06003526,0
-0.3862885,0.03661406,0
-0.38288286,0.08898276,0
-0.4228822,0.06421754,0
