Valence,Arousal,Expression
-0.11077978,0.0736725,0
-0.019670494,0.2589334,0
-0.12518169,0.1035116,0
-0.119294524,0.08091599,0
-0.115133256,0.08207187,0
-0.15299089,0.09404114,2
-0.016339138,0.25847912,0
-0.108380616,0.08611876,0
-0.10588843,0.06923726,0
-0.09844437,0.013383776,0
-0.099720776,0.1031777,0
-0.1270405,0.074721664,0
-0.10004814,0.047744513,0
-0.10680398,0.0829235,0
-0.0974783,0.07801765,0
-0.13541599,0.075167805,0
-0.12949303,0.078422904,0
-0.11150038,0.053349108,0
-0.15663561,0.11281973,0
-0.031323243,0.25248712,0
-0.1431244,0.080592215,0
-0.11891399,0.10071468,0
-0.10460521,0.08311096,0
-0.10497585,0.08362132,0
-0.122128025,0.102196485,0
-0.1294027,0.102339685,0
-0.14260367,0.10042718,0
-0.12695332,0.0843333,0
-0.14853601,0.10573867,0
-0.018195543,0.16698225,0
-0.10454868,0.10442713,0
-0.120572954,0.08622393,0
-0.11223662,0.1030536,0
-0.102347076,0.12465723,0
-0.10918766,0.08947039,0
-0.08132769,0.17056632,4
-0.08737454,0.09478268,0
-0.12039778,0.1271776,0
-0.12551321,0.1292643,0
-0.12503512,0.08330715,0
-0.13936892,0.08026227,0
-0.11889897,0.07472384,0
-0.14855927,0.099083275,0
-0.123165175,0.054464966,0
-0.1090025,0.12197468,0
-0.024453621,0.20373665,4
-0.11391497,0.12353973,0
-0.105608046,0.13957165,0
-0.13068447,0.0956229,0
-0.14796418,0.1068652,0
-0.1210805,0.12563723,5
-0.136121,0.09699029,0
-0.033172566,0.19098186,4
-0.14927723,0.091670394,0
-0.1552906,0.11240533,0
0.02701363,0.18849392,0
-0.15244162,0.09365296,0
-0.13728468,0.110627234,0
0.066494584,0.24021222,0
-0.10696468,0.13585678,0
-0.12775604,0.116136044,0
0.026301058,0.25384533,0
-0.08111094,0.14664568,0
0.03946957,0.22829226,0
-0.1155062,0.114013135,0
-0.20771804,0.1651741,0
-0.15396695,0.260171,4
-0.07446991,0.18657206,0
-0.093779325,0.18595712,0
-0.11286314,0.10517904,0
-0.098161176,0.16230194,0
-0.1506081,0.19892317,0
-0.08518916,0.21814562,0
-0.11898585,0.13445413,0
-0.112768605,0.16821635,0
-0.093148574,0.15881918,0
-0.088845626,0.17537382,0
-0.08624603,0.17898704,0
-0.13877496,0.14035253,0
-0.06611492,0.063910306,0
-0.089900896,0.13949329,0
-0.08746877,0.09580064,0
-0.07970607,0.1596753,0
-0.08393744,0.15021975,5
-0.08603038,0.19205509,0
-0.07308164,0.26300514,0
0.008883193,0.1732839,0
-0.07613528,0.1737736,0
-0.091513306,0.13418482,0
-0.08395195,0.18997134,0
-0.09597647,0.15123777,5
-0.06608121,0.1369447,0
-0.053347934,0.12511311,0
-0.06651664,0.17137194,0
-0.10777447,0.20301422,0
-0.077736944,0.14176117,0
-0.1084061,0.15392181,0
-0.03371655,0.1956278,0
0.03721137,0.19626929,0
-0.0918971,0.16685009,0
0.06795425,0.16087961,0
-0.08138743,0.17298985,0
-0.12952149,0.16929416,0
-0.016438354,0.19547218,0
0.061147697,0.17062402,0
-0.12550837,0.14168935,0
-0.101025224,0.1818177,0
-0.05462091,0.14782168,0
-0.10237718,0.14587061,0
-0.12362681,0.1498449,0
-0.09603767,0.14178462,0
-0.10619263,0.14492682,0
-0.101187944,0.15093084,0
-0.11425215,0.1776062,0
-0.11623646,0.18315378,0
-0.1124329,0.17548531,0
-0.14268179,0.043171465,0
-0.22722542,0.10613471,0
-0.076030314,0.17169587,0
-0.08521612,0.14328176,0
-0.061717954,0.16726987,0
-0.08323975,0.18123552,0
-0.07723422,0.18363133,0
-0.07979202,0.14963666,0
-0.07050137,0.17285779,0
-0.09716831,0.16325152,0
-0.10099952,0.18512152,0
-0.07687786,0.13250197,0
-0.066100806,0.14735812,0
-0.110521,0.18938756,5
-0.07844783,0.15871334,0
-0.124462515,0.15481056,0
-0.07750681,0.16195932,0
-0.041910548,0.09402159,0
-0.12729278,0.12950984,0
-0.09550834,0.16868389,0
-0.1329054,0.1025818,0
-0.09130722,0.12744384,0
-0.10625264,0.14171302,0
-0.10013555,0.15825303,0
-0.11155054,0.107281834,0
-0.09327622,0.15720432,0
-0.10462329,0.14197704,0
-0.10702805,0.14463478,0
-0.13463351,0.13319056,0
-0.099959254,0.13927276,0
-0.08291638,0.099733025,0
-0.1695934,0.1275919,0
-0.09073147,0.14427415,0
-0.09007014,0.13659692,0
-0.067431614,0.18250334,0
-0.10010964,0.15353695,0
-0.013981387,0.23690863,0
-0.06653741,0.15818945,0
-0.078003615,0.16587557,0
-0.0037836768,0.22176647,0
-0.04011781,0.19025412,0
-0.05278371,0.22555803,0
-0.06869255,0.15338615,5
-0.057008494,0.21365212,0
0.064552054,0.23299107,0
0.056468274,0.24365148,0
-0.016079187,0.2776341,0
-0.006935712,0.3204129,0
-0.027806338,0.23345274,0
-0.0025645494,0.3207852,0
-0.050892588,0.22370088,0
-0.037869584,0.2636413,0
-0.09451161,0.08706477,0
-0.040704783,0.28631616,0
-0.031294454,0.20916936,0
-0.013261925,0.28435183,0
-0.22302333,0.3096971,5
-0.0036627762,0.33903193,0
-0.03888433,0.1221246,0
-0.081808075,0.10788837,0
-0.02823035,0.18995932,0
-0.0021371655,0.13585594,0
-0.121450484,0.30398118,0
-0.10509296,0.2751367,0
-0.098531514,0.38339072,5
-0.05556448,0.37443748,0
-0.1833173,0.37598565,5
-0.076993436,0.334812,0
-0.05366193,0.30291852,0
-0.09682849,0.21571131,0
-0.11327124,0.34753224,5
-0.083269596,0.30422416,0
-0.11050215,0.36232033,0
-0.023807462,0.2764538,0
-0.07091232,0.39532557,3
-0.11492315,0.31281728,0
-0.121813044,0.35873175,5
-0.06267387,0.40289888,3
-0.04724193,0.28990299,0
-0.08003265,0.31531918,0
-0.065900475,0.26682788,0
-0.0056598596,0.3619436,1
-0.13642022,0.3194684,0
-0.12358262,0.380072,0
-0.06742123,0.30404198,0
-0.14355448,0.37224522,5
-0.01963767,0.2968488,0
-0.023677144,0.21552107,0
-0.04926068,0.29160157,0
-0.079408586,0.321438,0
0.010522138,0.28511405,0
-0.06491344,0.3280597,0
-0.017859738,0.3758833,3
-0.03216483,0.4238171,3
-0.0795718,0.3420743,0
-0.08953595,0.35245526,0
-0.057122204,0.33016747,1
-0.058328543,0.33411807,0
-0.083972454,0.44413534,3
-0.014943715,0.37841803,3
-0.121058926,0.4741826,3
-0.07210277,0.40841573,3
-0.058168244,0.42674336,3
-0.058659527,0.4096754,3
-0.054541823,0.4435603,3
0.015451323,0.4170452,3
-0.088569626,0.37549108,0
-0.033069503,0.3790857,3
-0.022961956,0.3692705,3
-0.09246588,0.3797581,0
-0.05541155,0.36184162,0
-0.055065114,0.36444083,0
-0.08141111,0.4071506,3
-0.03737543,0.42192724,3
-0.10032979,0.39542186,5
-0.013428044,0.39347115,3
-0.0066694953,0.39097184,3
-0.06540914,0.39355838,3
0.0214683,0.42855346,3
-0.0040789954,0.42613032,3
0.028685164,0.34480235,0
-0.022729356,0.34652445,0
-0.056180034,0.052215457,0
-0.03464577,0.39195073,3
0.014572952,0.30986738,0
-0.054926936,0.36466148,3
-0.083115876,0.2930104,0
-0.07912877,0.34252262,0
-0.005425509,0.29354528,0
-0.023666803,0.31254208,0
-0.05635361,0.2538918,1
-0.06625502,0.2885132,0
-0.098847955,0.31065413,1
-0.096294925,0.25817972,0
0.031263042,0.3722497,1
0.023311656,0.30089524,0
-0.00039262697,0.37333012,3
-0.0407152,0.3249014,1
-0.12506077,0.36442176,5
-0.096871495,0.24392107,0
-0.047873657,0.2831748,0
-0.035084482,0.29079482,0
-0.11125587,0.22669053,0
-0.0014776774,0.24528585,1
-0.04392873,0.30201358,0
-0.1417396,0.27595192,1
-0.028975349,0.34885263,0
-0.0827526,0.30529782,1
-0.031292427,0.2973534,0
-0.07908207,0.29111838,0
-0.05634408,0.38413838,3
-0.032418918,0.34630552,1
-0.05958042,0.35126245,1
-0.048691142,0.25107646,0
-0.086057216,0.34185824,0
-0.054686453,0.34983185,1
-0.07734677,0.31632492,1
-0.046333034,0.34225523,3
-0.052954372,0.2778992,0
-0.03113233,0.3828676,3
-0.060139272,0.38430876,3
-0.07251355,0.36148188,1
-0.018381339,0.26473612,0
-0.0061398298,0.30320722,0
-0.020915609,0.266346,0
-0.030721907,0.31968018,0
0.016589396,0.30918664,0
-0.051344562,0.28169662,0
-0.009958286,0.32440057,0
-0.038586352,0.35002032,0
-0.007083874,0.3146259,0
-0.098305404,0.41428867,3
-0.012943592,0.34183484,0
-0.03739627,0.36707664,3
0.019765373,0.41636842,3
-0.013977986,0.38724047,3
-0.009261701,0.42610627,3
-0.029239524,0.35966533,3
0.01316442,0.3302216,3
0.04611246,0.35906112,3
-0.033035573,0.42855063,3
-0.02395187,0.41939682,3
-0.044664856,0.3457854,1
-0.016059268,0.40400612,3
0.013521034,0.38179478,3
-0.062099073,0.34212866,0
0.0047434755,0.32631817,0
-0.028114345,0.32005993,1
-0.0053140186,0.4039571,3
-0.0670712,0.33615822,1
-0.0031721704,0.31941932,1
0.021889541,0.37004212,3
-0.03509483,0.33249128,1
-0.051310096,0.32894975,0
-0.11581239,0.32086334,1
-0.07641441,0.3737688,1
-0.04371364,0.31378183,1
-0.06388624,0.30733198,1
-0.050021376,0.33533722,1
-0.00011363253,0.33906713,1
-0.043574456,0.34585202,1
-0.005156886,0.34225488,1
-0.057992127,0.3369375,1
0.05763578,0.34136888,3
-0.028620098,0.34795842,1
0.011010025,0.30379313,1
-0.054954726,0.27463764,1
-0.065408215,0.31487867,1
-0.06478216,0.29033476,1
-0.052561063,0.28908202,1
-0.00951824,0.27950934,0
-0.0752895,0.29610252,1
-0.0424784,0.2848311,1
0.011583924,0.28865054,0
-0.049367566,0.27419248,1
-0.024051685,0.2743125,0
0.0075256415,0.29571462,0
0.029750597,0.32592273,1
-0.07201548,0.2715833,1
-0.11345884,0.30222553,1
-0.061119456,0.27264816,1
-0.028484154,0.27730936,1
-0.034284364,0.2624627,0
-0.04926886,0.27301216,0
-0.025114577,0.27750486,1
-0.029797565,0.2843664,1
-0.03811479,0.2754206,1
-0.11432533,0.2790634,1
-0.048742626,0.28655952,0
-0.03600123,0.27860257,1
-0.028629702,0.23527445,1
-0.022523958,0.25088987,0
-0.06618321,0.1221388,0
-0.020474877,0.20519826,0
-0.05502777,0.04792586,0
-0.11427662,0.07564372,0
-0.034846295,0.04863587,0
-0.024536122,0.26070818,1
-0.015999187,0.22687437,0
-0.07257369,0.24949044,0
0.03257477,0.2860934,1
-0.051497635,0.23522852,0
-0.10382578,0.2725491,1
-0.022096109,0.24866885,0
0.0015050359,0.26017308,0
-0.051317398,0.27505234,1
0.00055319816,0.24712384,0
-0.0012644045,0.22830984,1
-0.017940808,0.34357762,1
-0.05468439,0.24892834,0
0.032234866,0.23448443,1
-0.05941691,0.25918043,1
0.0045490004,0.24048185,1
-0.04544236,0.2823261,1
-0.04074597,0.29751414,1
-0.013291147,0.24757653,1
0.024267714,0.24696666,1
0.04432473,0.2612825,1
-0.026071299,0.2696693,1
0.054964025,0.27817762,1
-0.011482548,0.26698095,1
0.041043844,0.27706409,1
-0.034065995,0.26009744,1
0.013503071,0.24751644,1
-0.05503345,0.28094512,1
-0.06993833,0.2932188,1
-0.061945673,0.28842825,1
-0.07831563,0.276012,1
-0.023264866,0.2662715,1
-0.09055567,0.28719673,1
0.0011946,0.26213157,1
-0.029791389,0.25758833,1
-0.03601225,0.26322338,1
0.022021841,0.25083053,1
0.004261378,0.26825792,1
0.021345142,0.2815972,1
0.024150994,0.2178585,1
