Valence,Arousal,Expression
-0.11898583,0.1890844,0
-0.17460935,0.22013268,0
-0.13238649,0.18816707,0
-0.13632995,0.16256155,0
-0.11714995,0.1925652,0
-0.12445916,0.17825244,0
-0.20103538,0.16331536,0
-0.10819693,0.18702562,0
-0.14156401,0.14527918,0
-0.175115,0.16083762,0
-0.17803152,0.18628098,0
-0.12091458,0.19787088,0
-0.12303762,0.19134165,0
-0.22400868,0.19467603,0
-0.15626821,0.21111079,0
-0.1574313,0.16256861,0
-0.13234991,0.17997728,0
-0.13604766,0.15882573,0
-0.14430717,0.18443923,0
-0.0857178,0.19273536,0
-0.12189688,0.16844094,0
-0.09648351,0.21534131,0
-0.16500053,0.18996084,0
-0.14666486,0.18512103,0
-0.10160968,0.17859432,0
-0.083119005,0.1596551,0
-0.11924003,0.1487971,0
-0.1122455,0.23608495,0
-0.07907942,0.1757932,0
-0.10466492,0.16372524,0
-0.09773108,0.19617811,0
-0.06769964,0.14402565,0
-0.118212685,0.20192158,0
-0.124251276,0.14821617,0
-0.18589857,0.21716072,0
-0.18204862,0.16680805,0
-0.17114446,0.2207855,0
-0.16205886,0.25905505,0
-0.15214723,0.19635145,0
-0.20344527,0.19580118,0
-0.17201564,0.1790594,0
-0.16206293,0.19559376,0
-0.18975693,0.1997101,0
-0.15163916,0.2515061,0
-0.1857633,0.22964554,0
-0.15773046,0.17663679,0
-0.15483564,0.1634532,0
-0.15812883,0.18580908,0
-0.19051102,0.16913994,0
-0.17154162,0.2458495,0
-0.16299878,0.21431325,0
-0.12937476,0.21167667,0
-0.18210515,0.124347106,0
-0.1095541,0.120597705,0
-0.19866045,0.09203756,0
-0.24901444,0.13467538,0
-0.1597247,0.025056958,0
-0.20978755,0.09245345,0
-0.19304705,0.06175393,0
-0.15119602,0.03819549,0
-0.18183655,0.0659242,0
-0.11418535,0.049242675,0
-0.17569475,0.034977555,0
-0.1552045,0.01774177,0
-0.14543408,-0.012234956,0
-0.18692303,0.050007135,0
-0.30656686,-0.030217856,0
-0.26403567,-0.024383157,0
-0.20220554,0.028349638,0
-0.19293556,0.056078255,0
-0.15718032,-0.031826556,0
-0.27039087,0.10298604,0
-0.15190317,0.17138243,0
-0.1471912,0.19085121,0
-0.112497985,0.18680765,0
-0.2146774,0.2031029,0
-0.09939656,0.16489483,0
-0.17371106,0.19664393,0
-0.14619164,0.1385954,0
-0.12583391,0.153795,0
-0.17650591,0.1448555,0
-0.09047057,0.16587262,0
-0.120510235,0.116021425,0
-0.22488022,0.14724681,0
-0.11952999,0.14439729,0
-0.19535662,0.17737451,0
-0.1924192,0.1305903,0
-0.19515394,0.15079072,0
-0.16085449,0.17072242,0
-0.17923811,0.22219166,0
-0.16144171,0.14042537,0
-0.07487422,0.1328281,0
-0.12915605,0.112280875,0
-0.1368839,0.088665634,0
-0.08981542,0.12885785,0
-0.2034723,0.15719756,0
-0.1606738,0.09168172,0
-0.1509763,0.10104498,0
-0.06530014,0.14758025,0
-0.105814695,0.12012249,0
-0.19660603,0.062209666,0
-0.16972594,0.09123182,0
-0.13656974,0.045336425,0
-0.15264031,0.12502885,0
-0.1531334,0.048359632,0
-0.112828985,0.062353164,0
-0.30591393,-0.0066093504,0
-0.16310805,-0.0043210387,0
-0.25483426,0.046611518,0
-0.31417024,-0.005684793,0
-0.14398834,0.13163847,0
-0.16346945,-0.061783522,0
-0.18866369,0.17268963,0
-0.116731554,0.18239085,0
-0.14088584,0.20660745,0
-0.08975446,0.16608112,0
-0.1994087,0.20499718,0
-0.116205215,0.20829134,0
-0.12551913,0.20941147,0
-0.20442642,0.2149126,0
-0.102499396,0.18723825,0
-0.07017453,0.18114232,0
-0.094444975,0.19041903,0
-0.10354121,0.21615535,0
-0.15228438,0.22061718,0
-0.11826183,0.14988121,0
-0.15954109,0.23250432,0
-0.0910431,0.19571446,0
-0.14932223,0.23525327,0
-0.16429175,0.17616704,0
-0.16661051,0.24839157,0
-0.11980736,0.21512209,0
-0.14835332,0.2212288,0
-0.09791504,0.18547086,0
-0.09222509,0.20138709,0
-0.10692176,0.19876513,0
-0.08117834,0.19453879,0
-0.12753028,0.17245369,0
-0.17343253,0.2465882,0
-0.16831224,0.16907069,0
-0.057911787,0.1831842,0
-0.13475154,0.23214486,0
-0.11071105,0.19956781,0
-0.1414358,0.23488098,0
-0.08698389,0.18301222,0
-0.16502367,0.16383281,0
-0.13195997,0.21313156,0
-0.13341571,0.17394325,0
-0.12127513,0.15156414,0
-0.1924245,0.20094934,0
-0.28463936,0.25533414,6
-0.16527653,0.20628579,0
-0.16044353,0.2127187,0
-0.11171162,0.19155571,0
-0.20323189,0.18190387,0
-0.21342134,0.21387722,0
-0.18827033,0.23721185,0
-0.17961171,0.18182386,0
-0.16482633,0.20746256,0
-0.24468982,0.19457425,0
-0.2206592,0.17936893,0
-0.17346962,0.21299773,0
-0.13539748,0.19040728,0
-0.1118733,0.22558698,0
-0.23325405,0.2165915,0
-0.17775461,0.29001734,0
-0.13463524,0.19963084,0
-0.12075557,0.21963431,0
-0.12858185,0.22756183,0
-0.17051938,0.17803192,0
-0.22357273,0.21187627,0
-0.1916229,0.23697087,0
-0.15632294,0.19859138,0
-0.14304085,0.19071987,0
-0.18047401,0.15207279,0
-0.17020817,0.16671057,0
-0.11341669,0.15119214,0
-0.22692803,0.1933883,0
-0.16578962,0.058467627,0
-0.14710686,0.0974386,0
-0.12113257,0.06851551,0
-0.14170137,0.027605802,0
-0.24452314,-0.00420925,0
-0.21475223,-0.018264383,0
-0.25178102,0.023815691,0
-0.30928615,-0.01080057,0
