Valence,Arousal,Expression
-0.39527735,0.22189139,6
-0.19510646,0.26304874,0
-0.34103048,-0.16417038,0
-0.32749376,0.02057907,0
-0.34896627,0.34795958,6
-0.3732247,0.14808053,0
-0.37136364,0.355007,6
-0.3457221,0.34867036,6
-0.35433882,0.34758168,6
-0.41051614,0.4217314,6
-0.3085839,0.33533722,6
-0.36157152,0.3587717,6
-0.30518654,0.2692241,0
-0.3571254,0.35163128,6
-0.25200075,0.26673758,0
-0.28353783,0.25796735,0
-0.32480797,0.27576977,6
-0.25996757,0.26574126,0
-0.28205618,0.2648254,0
-0.32510254,0.31156683,6
-0.2627694,0.20416912,0
-0.22946665,0.15157762,0
-0.25117028,0.16540223,0
-0.22514495,0.17976524,0
-0.23027974,-0.02197212,0
-0.306607,0.202312,0
-0.3717942,0.17393671,0
-0.21524665,-0.13490683,0
-0.13523175,0.21729076,0
-0.2846219,0.20818976,0
-0.15827064,0.15215668,0
-0.18729101,0.23493709,0
-0.20957309,0.12708466,0
-0.19205748,0.17820035,0
-0.23528323,0.1573726,0
-0.19263104,0.12861331,0
-0.22431406,0.14980216,0
-0.23364094,0.16093743,0
-0.27509347,0.045434594,0
-0.247565,0.08891502,0
-0.25564325,-0.08219606,0
-0.3186569,-0.00039476156,0
-0.34258226,-0.038377404,0
-0.27806586,-0.0715667,0
-0.36304682,-0.011322141,0
-0.34851032,-0.020341367,0
-0.3462283,0.048866868,0
-0.34407315,-0.034662306,0
-0.29736748,0.064133406,0
-0.32105985,0.11847408,0
-0.33915645,0.13217264,0
-0.29015145,0.110301584,0
-0.29321793,0.10890308,0
-0.32263324,0.1410378,0
-0.3328943,0.10211554,0
-0.35775158,0.10797188,0
-0.2790443,0.09215549,0
-0.31023347,0.07956612,0
-0.34591398,0.11714113,0
-0.31421775,0.14421438,0
-0.3471261,0.14026223,0
-0.3137459,0.1037609,0
-0.33165014,0.13854632,0
-0.34308383,0.11541349,0
-0.36814436,0.0976612,0
-0.3633454,0.1387883,0
-0.36841142,0.10811937,0
