Valence,Arousal,Expression
-0.4980605,0.3366867,5
-0.1951066,0.2630489,0
-0.46997347,0.31693843,5
-0.43988216,0.29500204,5
-0.43477345,0.30495185,5
-0.4844713,0.31594604,5
-0.51098603,0.31912524,5
-0.5181243,0.34073752,5
-0.4487858,0.29229197,5
-0.44776425,0.29367965,5
-0.46932134,0.31593865,5
-0.4061611,0.2862236,5
-0.48136148,0.32235074,5
-0.46886078,0.3043421,5
-0.51457036,0.324704,5
-0.51654464,0.33329248,5
-0.49260637,0.31447473,5
-0.5024363,0.32471466,5
-0.5227472,0.32333308,5
-0.49039963,0.3043486,5
-0.4449093,0.29656616,5
-0.40474457,0.27933145,5
-0.51496774,0.31943125,5
-0.43263665,0.2841104,5
-0.5147769,0.33806285,5
-0.5130392,0.32463938,5
-0.5210034,0.34596568,5
-0.4785191,0.31141832,5
-0.5177932,0.35598522,5
-0.5232735,0.34577772,5
-0.49276832,0.3242257,5
-0.51730126,0.3350708,5
-0.50445485,0.28130692,5
-0.5389414,0.32943738,5
-0.4783809,0.2811473,5
-0.4655213,0.2831717,5
-0.5129333,0.3305661,5
-0.49498644,0.31308562,5
-0.48454675,0.3363091,5
-0.5055051,0.3300525,5
-0.45861956,0.2954724,5
-0.5552402,0.34532362,5
-0.46353206,0.31428146,5
-0.45906433,0.3131724,5
-0.4681203,0.3063767,5
-0.44496945,0.2929992,5
-0.40932867,0.2960924,5
-0.49460718,0.3099265,5
-0.4968284,0.3349817,5
-0.44959724,0.32937586,5
-0.46489808,0.3284811,5
-0.47047982,0.30243993,5
-0.47371224,0.3259313,5
-0.48102686,0.3087563,5
-0.50995046,0.32485437,5
-0.48453102,0.3322168,5
-0.5406079,0.33784482,5
-0.5207461,0.33207667,5
-0.52372444,0.33113876,5
-0.52822006,0.3420878,5
-0.61035293,0.34150505,5
-0.5745281,0.3425175,5
-0.6714545,0.3398276,5
-0.686214,0.3571705,5
-0.6687903,0.35750088,5
-0.6914554,0.30936617,5
-0.50950515,0.30430886,5
-0.50940037,0.33134612,5
-0.47119263,0.31760716,5
-0.46931347,0.30227154,5
-0.4963961,0.2955874,5
-0.4794055,0.3075109,5
-0.45991084,0.29448342,5
-0.5044982,0.3011904,5
-0.4897128,0.30448416,5
-0.45720184,0.30003792,5
-0.42628267,0.30455852,5
-0.48670712,0.30400455,5
-0.44047529,0.31471416,5
-0.46134505,0.32018223,5
-0.41713658,0.30689573,5
-0.41447425,0.30595693,5
-0.50459963,0.33817777,5
-0.45896724,0.3260657,5
-0.46084931,0.32705936,5
-0.46282765,0.3272544,5
